constructed_district,official_G_NAME,official_G_UNIT,NATION,G_YEAR,matched_via,centroid_distance_km,nearest_dist_m,centroid_constructed_wkt,centroid_official_wkt
East Grinstead,EAST GRINSTEAD,10030328.0,ENGLAND,1851.0,within,5.39751878139624,,POINT (540792.24072 141858.216685),POINT (539353.463604 136655.993179)
East London,CITY OF LONDON,10063292.0,ENGLAND,1851.0,within,0.5351496930434905,,POINT (532951.39435 181562.294841),POINT (532690.722626 181094.924061)
East Retford,WORKSOP,10043815.0,ENGLAND,1851.0,within,7.129419881295591,,POINT (463433.391342 380911.350519),POINT (456306.119473 380736.354665)
East Stonehouse,EAST STONEHOUSE,10167670.0,ENGLAND,1851.0,within,0.15041391774627122,,POINT (246479.71701 54163.853757),POINT (246602.860833 54250.224734)
East Ward,EAST WARD,10066712.0,ENGLAND,1851.0,within,3.639312621909116,,POINT (376298.393089 512295.371791),POINT (373172.88071 514159.713156)
Eastbourne,UCKFIELD,10088719.0,ENGLAND,1851.0,within,4.2111057133542005,,POINT (555153.123019 124056.292474),POINT (551080.167799 125126.080816)
Easthampstead (1837-1937),EASTHAMPSTEAD,10055957.0,ENGLAND,1851.0,within,2.148233318828938,,POINT (485814.883434 167634.739388),POINT (487788.521943 168483.065639)
Easthampstead (1967-74),EASTHAMPSTEAD,10055957.0,ENGLAND,1851.0,within,2.148233318828938,,POINT (485814.883434 167634.739388),POINT (487788.521943 168483.065639)
Eastry,CROYDON,10155113.0,ENGLAND,1851.0,within,7.059269223421287,,POINT (526623.421438 169921.733023),POINT (531356.211931 164683.987695)
Ecclesall Bierlow,CHAPEL EN LE FRITH,10203090.0,ENGLAND,1851.0,within,11.477752138816488,,POINT (421975.322012 383854.536579),POINT (410591.15127 382391.850461)
Edmonton,EDMONTON,10085469.0,ENGLAND,1851.0,within,4.149661481862253,,POINT (532389.143808 193722.420939),POINT (534066.905217 197517.787465)
Elham,WEST ASHFORD,10094197.0,ENGLAND,1851.0,within,3.4511295635354107,,POINT (597728.463746 145273.887344),POINT (594609.719284 143796.143034)
Ellesmere,WEM,13407265.0,ENGLAND,1851.0,within,10.739518580146367,,POINT (347691.819948 344398.074179),POINT (353549.981826 335397.007645)
Ely,NORTH WITCHFORD,10055817.0,ENGLAND,1851.0,within,6.885748147159865,,POINT (536862.791697 286224.157252),POINT (541203.474374 291569.435677)
Epping,EPPING,10139879.0,ENGLAND,1851.0,within,0.054348961383197975,,POINT (544918.700827 203593.562354),POINT (544969.936889 203611.691765)
Epsom,RICHMOND,10043967.0,ENGLAND,1851.0,within,3.1373756744776506,,POINT (518163.178142 172561.632409),POINT (519679.858298 175308.049608)
Erpingham,MITFORD AND LAUNDITCH,10187679.0,ENGLAND,1851.0,within,6.882380548510954,,POINT (595922.648354 322732.04175),POINT (596792.314641 315904.828368)
Eton,LUTON,10111869.0,ENGLAND,1851.0,within,4.60438194966435,,POINT (509329.210229 225417.573883),POINT (505961.264895 222277.943751)
Evesham,EVESHAM,10139880.0,ENGLAND,1851.0,within,2.604479495898236,,POINT (406108.449853 246002.399413),POINT (407202.454989 243638.828765)
Exeter,ST THOMAS,10088707.0,ENGLAND,1851.0,within,16.184984917484336,,POINT (278392.623949 91521.234896),POINT (294515.194003 90101.209674)
Falmouth,FALMOUTH,10044110.0,ENGLAND,1851.0,within,0.37493171064121333,,POINT (176097.816065 32761.807976),POINT (176443.643799 32616.973704)
Fareham,FAREHAM,10055738.0,ENGLAND,1851.0,within,3.7171170115632104,,POINT (455416.386461 110020.919471),POINT (457731.459569 107112.759334)
Faringdon,FARINGDON,10030353.0,ENGLAND,1851.0,within,2.0462918176528406,,POINT (428377.840833 195699.923695),POINT (428710.354709 193680.828668)
Farnborough (1847-69),WOKINGHAM,10029673.0,ENGLAND,1851.0,within,2.4006914351567272,,POINT (479688.261853 168900.958409),POINT (477598.870543 170083.228818)
Farnham,COOKHAM,10167498.0,ENGLAND,1851.0,within,5.131924517282789,,POINT (481859.092505 177189.313035),POINT (486384.382283 179609.726569)
Faversham,BEDFORD,10220970.0,ENGLAND,1851.0,within,11.295858516330695,,POINT (512410.635718 247042.112093),POINT (503640.232162 254160.850821)
Ffestiniog,FESTINIOG,10081804.0,WALES,1851.0,within,1.243785749672808,,POINT (262776.86555 340293.597352),POINT (264020.027055 340332.998665)
Flegg,ERPINGHAM,10030341.0,ENGLAND,1851.0,within,12.619670180630296,,POINT (625759.083409 328777.748126),POINT (616297.806062 337128.814311)
Foleshill,COVENTRY,10167656.0,ENGLAND,1851.0,within,1.6163939973838723,,POINT (432998.74356 280636.692849),POINT (433398.282202 279070.455821)
Fordingbridge,PEWSEY,10139521.0,ENGLAND,1851.0,within,8.326050107852758,,POINT (413689.048738 163684.478228),POINT (417036.465256 156060.967681)
Forehoe,THETFORD,10208531.0,ENGLAND,1851.0,within,9.516725623901593,,POINT (574539.827363 293881.623193),POINT (581190.447054 287074.470755)
Frome,HIGHWORTH AND SWINDON,10194118.0,ENGLAND,1851.0,within,6.285225519841557,,POINT (412377.202661 188491.105887),POINT (418113.582218 185922.446818)
Fylde,CHORLEY,10208877.0,ENGLAND,1851.0,within,3.914465439435003,,POINT (358029.686686 422577.46261),POINT (356984.180995 418805.201017)
Gainsborough,EAST RETFORD,10194155.0,ENGLAND,1851.0,within,7.558351968480897,,POINT (465512.101917 379084.103099),POINT (472844.928982 380916.678257)
Garstang,GARSTANG,10030389.0,ENGLAND,1851.0,within,1.582605184960862,,POINT (348008.078152 446460.741587),POINT (347108.541424 445158.638348)
Gateshead,GATESHEAD,10030390.0,ENGLAND,1851.0,within,0.032179519602627785,,POINT (418792.021546 560997.357357),POINT (418786.32497 560965.686069)
Glanford Brigg,GLANFORD BRIGG,10174831.0,ENGLAND,1851.0,within,11.26015064104459,,POINT (491457.073817 404162.732909),POINT (498726.950364 412761.563495)
Glendale,GLENDALE,10139922.0,ENGLAND,1851.0,within,9.35144882191968,,POINT (403844.28058 622441.768728),POINT (396983.296426 628796.018606)
Gloucester (1837-1937),CHELTENHAM,10139790.0,ENGLAND,1851.0,within,5.935911953098847,,POINT (399347.10452 223010.459251),POINT (394259.744572 219952.057793)
Gloucester (1974 onw),CHELTENHAM,10139790.0,ENGLAND,1851.0,within,5.935911953098847,,POINT (399347.10452 223010.459251),POINT (394259.744572 219952.057793)
Godstone,GODSTONE,10030407.0,ENGLAND,1851.0,within,0.45086377671203276,,POINT (537057.490832 151860.836422),POINT (537088.186544 151411.018772)
Goole,THORNE,10043761.0,ENGLAND,1851.0,within,4.490208604806406,,POINT (477333.502311 410177.401633),POINT (472848.016978 410383.30122)
Grantham (1837-1933),GRANTHAM,10187850.0,ENGLAND,1851.0,within,10.048548961572298,,POINT (483667.604214 328520.327498),POINT (492397.181279 333497.055388)
Grantham (1974 onw),GRANTHAM,10187850.0,ENGLAND,1851.0,within,10.048548961572298,,POINT (483667.604214 328520.327498),POINT (492397.181279 333497.055388)
Gravesend (1837-1941),HENLEY,10111808.0,ENGLAND,1851.0,within,2.5556821279400577,,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
Gravesend (1980 onw),HENLEY,10111808.0,ENGLAND,1851.0,within,2.5556821279400577,,POINT (474057.01229 187335.025169),POINT (471958.860247 185875.823626)
Great Boughton,GREAT BOUGHTON,10428531.0,ENGLAND,1851.0,within,6.120340041670136,,POINT (348286.026268 365786.50757),POINT (342271.884546 364651.31526)
Greenwich,GREENWICH,10139946.0,ENGLAND,1851.0,within,2.6443475109724055,,POINT (536813.84534 177064.974881),POINT (539300.221908 177965.255573)
Guildford,CHERTSEY,10055910.0,ENGLAND,1851.0,within,4.296131563979021,,POINT (499649.976971 159037.840114),POINT (501071.750894 163091.888131)
Guiltcross,GUILTCROSS,10075701.0,ENGLAND,1851.0,within,3.648618876298227,,POINT (601392.43788 282717.105971),POINT (603616.95912 285609.151088)
Guisborough,HELMSLEY,10428634.0,ENGLAND,1851.0,within,15.641908304634528,,POINT (453002.044038 502504.72956),POINT (460871.739616 488986.697642)
Hackney,HACKNEY,10167681.0,ENGLAND,1851.0,within,1.071134353509573,,POINT (535740.201985 185620.037525),POINT (534683.10373 185792.872948)
Hailsham,CUCKFIELD,10005693.0,ENGLAND,1851.0,within,6.752326492862799,,POINT (522907.949704 123694.028703),POINT (529659.426508 123801.145599)
Halifax,HALIFAX,10102560.0,ENGLAND,1851.0,within,5.407852155605622,,POINT (402346.01961 419697.609779),POINT (406430.154421 423242.282935)
Halstead,HALSTEAD,10112187.0,ENGLAND,1851.0,within,0.8970821135261272,,POINT (579892.787469 232873.90322),POINT (579250.175584 233499.847534)
Haltwhistle,HALTWHISTLE,10055969.0,ENGLAND,1851.0,within,1.0772950804496997,,POINT (370562.053279 560221.641653),POINT (370994.435452 561208.358607)
Hambledon,HAMBLEDON,10044121.0,ENGLAND,1851.0,within,7.928760036824755,,POINT (491248.283992 139653.735133),POINT (499152.746959 139033.492497)
Hardingstone,BLABY,10139685.0,ENGLAND,1851.0,within,3.3513944684744086,,POINT (455115.17907 302201.546275),POINT (455952.908626 298956.541796)
Hartismere,THINGOE,10005279.0,ENGLAND,1851.0,within,7.076634712847882,,POINT (592203.049878 268403.604688),POINT (585672.071101 265678.705592)
Hartley Wintney,HARTLEY WINTNEY,10155150.0,ENGLAND,1851.0,within,1.3226125262851858,,POINT (475046.032915 154805.814768),POINT (476301.574387 154389.978856)
Haslingden,UTTOXETER,10103393.0,ENGLAND,1851.0,within,9.435956220912042,,POINT (414405.89553 324153.338532),POINT (409601.218926 332274.443908)
Hastings (1837-1977),WHITCHURCH,10075439.0,ENGLAND,1851.0,within,5.407293929633318,,POINT (449681.548824 144789.115389),POINT (446914.124074 149434.563472)
Hatfield,HATFIELD,10428609.0,ENGLAND,1851.0,within,1.6273693409608447,,POINT (525730.967413 210445.69584),POINT (524749.504145 209147.596913)
Havant,HAVANT,10043864.0,ENGLAND,1851.0,within,0.040301577819401226,,POINT (471428.61758 105668.837568),POINT (471406.665901 105635.039032)
Haverfordwest,HAVERFORDWEST,10111780.0,WALES,1851.0,within,6.608925047624142,,POINT (197377.063434 225850.632186),POINT (191356.231532 223125.293036)
Hay,HAY,10005395.0,WALES,1851.0,within,3.6716870961520853,,POINT (321527.841124 243218.885185),POINT (320256.939034 239774.165457)
Hayfield,HAYFIELD,10560135.0,ENGLAND,1851.0,within,4.184667655559231,,POINT (402707.766056 387141.080058),POINT (403925.339883 391144.698093)
Headington,CIRENCESTER,10187801.0,ENGLAND,1851.0,within,5.595814305286975,,POINT (409004.797822 201541.473061),POINT (403603.932472 203005.642184)
Helmsley,HELMSLEY,10428634.0,ENGLAND,1851.0,within,6.7884911931312315,,POINT (462924.614412 482516.047153),POINT (460871.739616 488986.697642)
Helston,HELSTON,10154893.0,ENGLAND,1851.0,within,0.5714086893446313,,POINT (168310.415205 26118.04565),POINT (168743.553038 25745.353407)
Hemel Hempstead,HEMEL HEMPSTEAD,10220877.0,ENGLAND,1851.0,within,0.061535446209712415,,POINT (504936.162782 208479.895164),POINT (504975.555723 208527.168913)
Hemsworth,DONCASTER,10139831.0,ENGLAND,1851.0,within,10.286092782193899,,POINT (447539.213619 406216.796408),POINT (457377.968919 403216.363294)
Hendon (1837-1947),HENDON,13407204.0,ENGLAND,1851.0,within,0.02880277719079269,,POINT (518792.232497 188983.316031),POINT (518805.399843 189008.932841)
Hendon (1947-1999),HENDON,13407204.0,ENGLAND,1851.0,within,0.02880277719079269,,POINT (518792.232497 188983.316031),POINT (518805.399843 189008.932841)
Henley,HENLEY,10111808.0,ENGLAND,1851.0,within,3.2992420935939117,,POINT (473355.026425 188865.090826),POINT (471958.860247 185875.823626)
Henstead,MITFORD AND LAUNDITCH,10187679.0,ENGLAND,1851.0,within,9.029473622922318,,POINT (604507.484794 311213.608546),POINT (596792.314641 315904.828368)
Hereford,WEOBLEY,10075427.0,ENGLAND,1851.0,within,7.04085211134982,,POINT (342276.269545 242839.626291),POINT (339777.009951 249421.973892)
Hertford,BIGGLESWADE,10197053.0,ENGLAND,1851.0,within,7.250592638642942,,POINT (513300.976053 249287.796402),POINT (518350.928516 244085.001601)
Hexham,HEXHAM,10043888.0,ENGLAND,1851.0,within,7.488566725543184,,POINT (399131.426909 557561.380639),POINT (392670.25154 561347.122899)
Highworth,HIGHWORTH AND SWINDON,10194118.0,ENGLAND,1851.0,within,2.177170345336897,,POINT (419965.251685 187067.606587),POINT (418113.582218 185922.446818)
Hinckley,HINCKLEY,10209134.0,ENGLAND,1851.0,within,0.3268858337693471,,POINT (443916.176335 293056.335606),POINT (443895.690325 293382.578877)
Hitchin,LEIGHTON BUZZARD,10043920.0,ENGLAND,1851.0,within,4.087318190371735,,POINT (495160.702981 225643.152198),POINT (492762.705154 222333.201079)
Holbeach,HOLBEACH,10111730.0,ENGLAND,1851.0,within,5.110409050174749,,POINT (535762.64419 319750.316447),POINT (539756.774886 322938.293963)
Holborn,CLERKENWELL,10477025.0,ENGLAND,1851.0,within,0.7449205371852397,,POINT (531645.345034 182029.366419),POINT (531289.574561 182683.838708)
Hollingbourne,MEDWAY,10055787.0,ENGLAND,1851.0,within,1.7969203934063236,,POINT (577106.902614 164373.189145),POINT (576732.304439 166130.630213)
Holsworthy,HOLSWORTHY,10005334.0,ENGLAND,1851.0,within,4.0820524313783455,,POINT (236956.850449 106612.355332),POINT (236130.337235 102614.852616)
Holywell,CHORLEY,10208877.0,ENGLAND,1851.0,within,9.949207250502711,,POINT (347051.663497 418229.161899),POINT (356984.180995 418805.201017)
Honiton,HONITON,10005413.0,ENGLAND,1851.0,within,4.075209481243429,,POINT (315462.393546 102884.037823),POINT (313939.304392 99104.152674)
Hoo,BISHOPS STORTFORD,10155058.0,ENGLAND,1851.0,within,6.842952939274781,,POINT (541518.688592 226605.326537),POINT (547372.191463 223060.963538)
Horncastle,HORNCASTLE,10174715.0,ENGLAND,1851.0,within,7.610501816498997,,POINT (519581.270026 375462.723129),POINT (524015.833624 369277.710308)
Horsham,DORKING,10101128.0,ENGLAND,1851.0,within,5.250379657819951,,POINT (514043.148412 150143.802969),POINT (515360.020596 145061.25103)
Houghton le Spring,DURHAM,13407216.0,ENGLAND,1851.0,within,14.646106888036895,,POINT (432617.47692 541589.125389),POINT (418379.371446 545022.024964)
Howden (1837-1937),SELBY,10139600.0,ENGLAND,1851.0,within,5.867113970582668,,POINT (456851.161734 429333.964451),POINT (462061.040543 432032.147012)
Hoxne,HOXNE,10139326.0,ENGLAND,1851.0,within,0.7729053001127493,,POINT (624117.537576 273316.025257),POINT (624859.641222 273100.00493)
Huddersfield,WAKEFIELD,10029570.0,ENGLAND,1851.0,within,5.6198370433425735,,POINT (429418.90171 414021.081178),POINT (431689.371971 419161.852831)
Hungerford,HUNGERFORD,10111833.0,ENGLAND,1851.0,within,0.907444858192528,,POINT (430524.225524 170308.644989),POINT (431276.242706 169800.780511)
Hunslet (1845-1929),WORTLEY,10584735.0,ENGLAND,1851.0,within,4.304991076653154,,POINT (429504.550515 395785.29744),POINT (425863.213335 398081.732004)
Huntingdon,OUNDLE,10139491.0,ENGLAND,1851.0,within,8.918339987987522,,POINT (512032.547292 287587.049914),POINT (503404.410664 289843.606244)
Ipswich,ANDOVER,10111997.0,ENGLAND,1851.0,within,6.659463941311428,,POINT (438549.775925 152007.008678),POINT (434072.80843 147076.976017)
Isle of Wight,DROXFORD,10155125.0,ENGLAND,1851.0,within,5.1029612181267705,,POINT (454987.5574 116558.147774),POINT (459891.582367 117969.087998)
Keighley (1837-1946),KEIGHLEY,10139338.0,ENGLAND,1851.0,within,9.0213451317984,,POINT (401915.278966 432350.854262),POINT (404876.83891 440872.229192)
Keighley (1974 onw),KEIGHLEY,10139338.0,ENGLAND,1851.0,within,9.0213451317984,,POINT (401915.278966 432350.854262),POINT (404876.83891 440872.229192)
Kendal (1837-1937),KENDAL,10005437.0,ENGLAND,1851.0,within,3.8298852249661026,,POINT (351816.474086 496602.882122),POINT (349376.837047 493650.562365)
Kendal (1974 onw),KENDAL,10005437.0,ENGLAND,1851.0,within,3.8298852249661026,,POINT (351816.474086 496602.882122),POINT (349376.837047 493650.562365)
Kensington,KENSINGTON,10477013.0,ENGLAND,1851.0,within,2.6429952076296135,,POINT (524797.281693 177053.96096),POINT (524414.904969 179669.149616)
Kettering,MELTON MOWBRAY,10154959.0,ENGLAND,1851.0,within,9.78918447044039,,POINT (485516.818286 323853.918928),POINT (476146.274634 321021.77411)
Keynsham,CHIPPING SODBURY,10167644.0,ENGLAND,1851.0,within,0.9428746304961979,,POINT (373211.811949 181197.749951),POINT (374145.422432 181065.901421)
Kidderminster,DROITWICH,10111717.0,ENGLAND,1851.0,within,7.731861438127198,,POINT (385148.468785 270139.144053),POINT (389484.48132 263737.528898)
Kings Lynn,NEWMARKET,10086796.0,ENGLAND,1851.0,within,5.631231871689856,,POINT (566066.027724 261163.470959),POINT (562942.792119 265849.212282)
Kings Norton (1913-1924),KINGS NORTON,10029843.0,ENGLAND,1851.0,within,3.626133989027639,,POINT (408312.508243 280083.015551),POINT (404758.798874 279361.907079)
Kings Norton (to 1912),KINGS NORTON,10029843.0,ENGLAND,1851.0,within,3.626133989027639,,POINT (408312.508243 280083.015551),POINT (404758.798874 279361.907079)
Kingsbridge,KINGSBRIDGE,10213630.0,ENGLAND,1851.0,within,0.8679808424015707,,POINT (274954.934607 45368.849927),POINT (274158.265086 45713.390807)
Kingsclere (1837-1932),KINGSCLERE,10139351.0,ENGLAND,1851.0,within,1.1075534528330662,,POINT (449252.864708 159579.980782),POINT (449694.727846 158564.386563)
Kingston,KINGSTON,10029855.0,ENGLAND,1851.0,within,0.7748962198829523,,POINT (517808.906495 168990.976986),POINT (517883.492518 168219.67868)
Knaresborough,TADCASTER,10029557.0,ENGLAND,1851.0,within,7.112304533824881,,POINT (440416.648106 444138.556154),POINT (447094.851051 441691.82748)
Knighton,KNIGHTON,10198446.0,WALES,1851.0,within,3.3864114247611825,,POINT (322044.032798 273688.762274),POINT (319028.489398 275229.632269)
Lampeter,ABERAERON,10112394.0,WALES,1851.0,within,8.81396458447866,,POINT (255244.914059 254373.967814),POINT (246952.700132 257361.468421)
Lancaster,LANCASTER,10194120.0,ENGLAND,1851.0,within,6.4370781361228655,,POINT (361105.737572 462772.001766),POINT (354802.559429 464078.110575)
Langport,SHEPTON MALLET,10043979.0,ENGLAND,1851.0,within,6.2135218520249085,,POINT (360963.258413 135489.395625),POINT (363138.773399 141309.617987)
Launceston,LAUNCESTON,10091548.0,ENGLAND,1851.0,within,1.515106803160897,,POINT (226701.905338 84418.629693),POINT (227723.73777 83299.966605)
Ledbury,LEDBURY,10174727.0,ENGLAND,1851.0,within,3.3039898785204365,,POINT (368702.315349 243033.37597),POINT (367970.268904 239811.504291)
Leeds (1837-1929),HOLLINGBOURNE,10063190.0,ENGLAND,1851.0,within,2.303555730896737,,POINT (581971.73296 153123.32241),POINT (584260.434236 153384.503327)
Leeds (1939 onw),HOLLINGBOURNE,10063190.0,ENGLAND,1851.0,within,2.303555730896737,,POINT (581971.73296 153123.32241),POINT (584260.434236 153384.503327)
Leek,HAYFIELD,10560135.0,ENGLAND,1851.0,within,3.7015151329148805,,POINT (400246.82043 390732.740679),POINT (403925.339883 391144.698093)
Leicester (1837-1974),WESTBURY AND WHORWELLSDOWN,10029624.0,ENGLAND,1851.0,within,4.098513948492633,,POINT (390472.010614 149638.059803),POINT (389235.995779 153545.755277)
Leigh,CHORLEY,10208877.0,ENGLAND,1851.0,within,7.210785147527348,,POINT (359130.766195 411921.336228),POINT (356984.180995 418805.201017)
Leighton Buzzard,THAME,10111638.0,ENGLAND,1851.0,within,1.718508544329522,,POINT (466553.681915 205604.187489),POINT (467821.184478 204443.709627)
Leominster,LUDLOW,10139405.0,ENGLAND,1851.0,within,7.775781033228722,,POINT (353325.40312 285596.911849),POINT (350118.101187 278513.41095)
Lewes,CUCKFIELD,10005693.0,ENGLAND,1851.0,within,5.3621211499951436,,POINT (524943.58446 121249.052928),POINT (529659.426508 123801.145599)
Lewisham,WANDSWORTH,10488011.0,ENGLAND,1851.0,within,3.591823911161212,,POINT (529542.079797 176328.474168),POINT (526955.885823 173835.925325)
Lexden,COLCHESTER,10155101.0,ENGLAND,1851.0,within,3.2540924519713785,,POINT (596896.136842 223964.845532),POINT (599899.309298 225217.871025)
Leyburn,LEYBURN,10111857.0,ENGLAND,1851.0,within,5.127661673306075,,POINT (406692.548397 485355.242881),POINT (411448.805259 487271.211278)
Lichfield,UTTOXETER,10103393.0,ENGLAND,1851.0,within,5.779076527154642,,POINT (415107.5656 330520.057457),POINT (409601.218926 332274.443908)
Lincoln,GAINSBOROUGH,10187849.0,ENGLAND,1851.0,within,16.95051404827214,,POINT (486887.141835 374737.414526),POINT (484909.551712 391572.172137)
Linton,SAFFRON WALDEN,10030079.0,ENGLAND,1851.0,within,8.200092364763469,,POINT (551642.396498 244806.105237),POINT (554172.869406 237006.219235)
Liskeard,LISKEARD,10154947.0,ENGLAND,1851.0,within,0.819009744200021,,POINT (225324.683998 64944.51649),POINT (224661.428062 64464.028691)
Llandilofawr,LLANDILO FAWR,10139399.0,WALES,1851.0,within,1.749459156035533,,POINT (258864.085767 224397.744869),POINT (260528.461165 223858.79972)
Llandovery,TREGARON,10154777.0,WALES,1851.0,within,8.524468945315549,,POINT (271695.664324 253016.306757),POINT (271140.223815 261522.660655)
Llanelly (to 1974),SWANSEA,10167383.0,WALES,1851.0,within,11.116823112870607,,POINT (260666.274086 206759.470727),POINT (257628.692892 196065.69419)
Llanfyllin,LLANFYLLIN,10029880.0,WALES,1851.0,within,8.135941348850448,,POINT (302040.731202 323952.003105),POINT (307379.730258 317812.896434)
Llanrwst,LLANRWST,10081774.0,WALES,1851.0,within,3.869958032267532,,POINT (278164.847103 352856.705761),POINT (280298.553371 356085.308048)
Loddon,SWAFFHAM,10063127.0,ENGLAND,1851.0,within,8.886905187627146,,POINT (580961.03925 296209.341441),POINT (582883.136095 304885.897643)
London City,CITY OF LONDON,10063292.0,ENGLAND,1851.0,within,0.08316127795640635,,POINT (532607.845587 181088.054236),POINT (532690.722626 181094.924061)
Longtown,LONGTOWN,10029892.0,ENGLAND,1851.0,within,3.26866282883497,,POINT (345452.637472 570491.302959),POINT (347058.841595 573338.10204)
Loughborough,LOUGHBOROUGH,10005450.0,ENGLAND,1851.0,within,1.1891368265892992,,POINT (453650.462996 323261.635849),POINT (453773.261007 322078.856478)
Louth,LOUTH,10197041.0,ENGLAND,1851.0,within,4.824457875954818,,POINT (531039.738096 391824.124627),POINT (535053.852195 389147.880655)
Ludlow,LUDLOW,10139405.0,ENGLAND,1851.0,within,12.582259993388577,,POINT (342557.169097 268456.295436),POINT (350118.101187 278513.41095)
Luton,LUTON,10111869.0,ENGLAND,1851.0,within,2.6070674245284136,,POINT (503977.406393 220586.463335),POINT (505961.264895 222277.943751)
Lutterworth,RUGBY,10139582.0,ENGLAND,1851.0,within,2.3081998450430743,,POINT (449013.195076 275738.912907),POINT (449231.321452 273441.042717)
Lymington,LYMINGTON,10187667.0,ENGLAND,1851.0,within,5.109077073406855,,POINT (432252.517113 102664.884114),POINT (429369.923813 98446.670699)
Macclesfield,MACCLESFIELD,10111870.0,ENGLAND,1851.0,within,2.7944285940600837,,POINT (391789.980383 371343.44272),POINT (391343.562696 374101.982627)
Machynlleth,MACHYNLLETH,10139417.0,WALES,1851.0,within,2.283946997825622,,POINT (280074.950233 302071.066942),POINT (278317.794813 300612.019746)
Madeley,WELLINGTON,10187564.0,ENGLAND,1851.0,within,0.5528760458247718,,POINT (362730.937968 315298.609109),POINT (363270.306012 315177.142919)
Maidstone,SEVENOAKS,10029703.0,ENGLAND,1851.0,within,9.913084059309366,,POINT (557162.221339 158364.770869),POINT (550139.784627 151368.013177)
Maldon (1837-1972),CHELMSFORD,10197065.0,ENGLAND,1851.0,within,12.262582039201046,,POINT (580714.930275 198427.268572),POINT (570984.448632 205889.751086)
Maldon (1974 onw),CHELMSFORD,10197065.0,ENGLAND,1851.0,within,12.262582039201046,,POINT (580714.930275 198427.268572),POINT (570984.448632 205889.751086)
Malling,DARTFORD,10096157.0,ENGLAND,1851.0,within,6.395995810199797,,POINT (558816.02868 165775.965503),POINT (554651.847692 170630.690943)
Malmesbury,CIRENCESTER,10187801.0,ENGLAND,1851.0,within,4.517860449988828,,POINT (401841.697971 207165.641295),POINT (403603.932472 203005.642184)
Malton,POCKLINGTON,10096145.0,ENGLAND,1851.0,within,3.3686284773489645,,POINT (478429.383325 448701.63272),POINT (481743.629359 449304.485139)
Manchester (1837-1924),BURNLEY,10139752.0,ENGLAND,1851.0,within,4.288322963147329,,POINT (386854.813679 431175.691847),POINT (385764.79462 435323.169669)
Manchester (1939 onw),BURNLEY,10139752.0,ENGLAND,1851.0,within,4.288322963147329,,POINT (386854.813679 431175.691847),POINT (385764.79462 435323.169669)
Mansfield,MANSFIELD,10084430.0,ENGLAND,1851.0,within,4.559334091536814,,POINT (448013.181061 364913.115344),POINT (451623.404437 362128.548137)
Market Bosworth,BELPER,10075452.0,ENGLAND,1851.0,within,5.749964919495517,,POINT (431008.183449 343669.213154),POINT (434803.843695 347988.363519)
Market Drayton,MARKET DRAYTON,10139430.0,ENGLAND,1851.0,within,3.5185138137291148,,POINT (368194.714284 336269.053148),POINT (367787.867157 332774.140434)
Market Harborough,BILLESDON,10139673.0,ENGLAND,1851.0,within,7.323135309398101,,POINT (467195.412662 296515.748554),POINT (471159.516368 302673.198721)
Marlborough,MARLBOROUGH,10167504.0,ENGLAND,1851.0,within,3.060119008193431,,POINT (418157.358603 172132.221437),POINT (415223.44246 171262.471814)
Martley (from 1934),MARTLEY,10029922.0,ENGLAND,1851.0,within,9.08887893496105,,POINT (372598.205274 268213.443846),POINT (376657.687224 260081.511321)
Martley (to 1913),MARTLEY,10029922.0,ENGLAND,1851.0,within,9.08887893496105,,POINT (372598.205274 268213.443846),POINT (376657.687224 260081.511321)
Medway (1837-1941),BASINGSTOKE,10044029.0,ENGLAND,1851.0,within,9.254233632157632,,POINT (461941.907779 160385.681206),POINT (463272.24303 151227.567414)
Medway (1998 onw),BASINGSTOKE,10044029.0,ENGLAND,1851.0,within,9.254233632157632,,POINT (461941.907779 160385.681206),POINT (463272.24303 151227.567414)
Melksham,MELKSHAM,10178897.0,ENGLAND,1851.0,within,3.3713326201160285,,POINT (390862.337385 165595.203994),POINT (390491.435156 162244.33617)
Melton Mowbray,BILLESDON,10139673.0,ENGLAND,1851.0,within,2.1645381105664367,,POINT (473323.099624 302608.912411),POINT (471159.516368 302673.198721)
Melton Mowbray (1997 onw),BILLESDON,10139673.0,ENGLAND,1851.0,within,2.1645381105664367,,POINT (473323.099624 302608.912411),POINT (471159.516368 302673.198721)
Mere,BRADFORD ON AVON,10063280.0,ENGLAND,1851.0,within,4.607265552686433,,POINT (380742.206731 166205.513366),POINT (383084.357303 162237.991902)
Meriden,MERIDEN,10097642.0,ENGLAND,1851.0,within,2.206866608884467,,POINT (424168.13546 287279.210821),POINT (423415.485985 285204.655688)
Merthyr Tydfil,MERTHYR TIDVIL,10167516.0,WALES,1851.0,within,2.6111632467995163,,POINT (301166.135421 202833.389264),POINT (302974.331828 200949.616652)
Midhurst (to 1935),ALTON,10030900.0,ENGLAND,1851.0,within,7.691420128682606,,POINT (477838.063643 132726.613832),POINT (472735.038391 138481.35769)
Mildenhall,NEWMARKET,10086796.0,ENGLAND,1851.0,within,3.8506453784063748,,POINT (559559.877758 267688.603556),POINT (562942.792119 265849.212282)
Milton,CROYDON,10155113.0,ENGLAND,1851.0,within,3.1587099898133713,,POINT (532030.527067 167769.882686),POINT (531356.211931 164683.987695)
